timestamp,model,persona_id,variable,question_short,run,answer,prompt_tokens,completion_tokens,total_tokens,error,raw_response
2026-04-01T20:28:23.069076+00:00,google/gemini-2.5-flash-lite,59,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,173,1,174,,2
2026-04-01T20:28:23.430334+00:00,google/gemini-2.5-flash-lite,60,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,170,1,171,,1
2026-04-01T20:28:23.762820+00:00,google/gemini-2.5-flash-lite,60,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,2.0,162,1,163,,2
2026-04-01T20:28:24.103099+00:00,google/gemini-2.5-flash-lite,60,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,171,1,172,,2
2026-04-01T20:28:24.981984+00:00,google/gemini-2.5-flash-lite,61,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,167,1,168,,1
2026-04-01T20:28:25.399856+00:00,google/gemini-2.5-flash-lite,61,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,2.0,159,1,160,,2
2026-04-01T20:28:25.867541+00:00,google/gemini-2.5-flash-lite,61,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,168,1,169,,2
2026-04-01T20:28:26.231593+00:00,google/gemini-2.5-flash-lite,62,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,177,1,178,,1
2026-04-01T20:28:26.643429+00:00,google/gemini-2.5-flash-lite,62,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,169,1,170,,1
2026-04-01T20:28:58.558906+00:00,google/gemini-2.5-flash-lite,62,dummy_trust,"Generally speaking, would you say that most people...",1,3.0,178,1,179,,3
2026-04-01T20:28:58.894254+00:00,google/gemini-2.5-flash-lite,63,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,169,1,170,,1
2026-04-01T20:28:59.263157+00:00,google/gemini-2.5-flash-lite,63,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,161,1,162,,1
2026-04-01T20:29:00.166077+00:00,google/gemini-2.5-flash-lite,63,dummy_trust,"Generally speaking, would you say that most people...",1,3.0,170,1,171,,3
2026-04-01T20:29:00.624227+00:00,google/gemini-2.5-flash-lite,64,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,175,1,176,,1
2026-04-01T20:29:00.922995+00:00,google/gemini-2.5-flash-lite,64,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,167,1,168,,1
2026-04-01T20:29:01.834849+00:00,google/gemini-2.5-flash-lite,64,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,176,1,177,,2
2026-04-01T20:29:02.665534+00:00,google/gemini-2.5-flash-lite,65,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,172,1,173,,1
2026-04-01T20:29:03.524280+00:00,google/gemini-2.5-flash-lite,65,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,164,1,165,,1
2026-04-01T20:29:04.341311+00:00,google/gemini-2.5-flash-lite,65,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,173,1,174,,2
2026-04-01T20:29:04.684203+00:00,google/gemini-2.5-flash-lite,66,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,166,1,167,,1
2026-04-01T20:29:05.520480+00:00,google/gemini-2.5-flash-lite,66,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,2.0,158,1,159,,2
2026-04-01T20:29:05.836426+00:00,google/gemini-2.5-flash-lite,66,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,168,1,169,,2
2026-04-01T20:29:06.792088+00:00,google/gemini-2.5-flash-lite,67,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,182,1,183,,1
2026-04-01T20:29:07.182629+00:00,google/gemini-2.5-flash-lite,67,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,2.0,174,1,175,,2
2026-04-01T20:29:08.031812+00:00,google/gemini-2.5-flash-lite,67,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,183,1,184,,2
2026-04-01T20:29:08.947206+00:00,google/gemini-2.5-flash-lite,68,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,180,1,181,,1
2026-04-01T20:29:09.361762+00:00,google/gemini-2.5-flash-lite,68,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,172,1,173,,1
2026-04-01T20:29:10.145007+00:00,google/gemini-2.5-flash-lite,68,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,181,1,182,,2
2026-04-01T20:29:10.994829+00:00,google/gemini-2.5-flash-lite,69,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,173,1,174,,1
2026-04-01T20:29:11.329296+00:00,google/gemini-2.5-flash-lite,69,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,165,1,166,,1
2026-04-01T20:29:11.728492+00:00,google/gemini-2.5-flash-lite,69,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,174,1,175,,2
2026-04-01T20:29:12.142153+00:00,google/gemini-2.5-flash-lite,70,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,171,1,172,,1
2026-04-01T20:29:12.980816+00:00,google/gemini-2.5-flash-lite,70,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,163,1,164,,1
2026-04-01T20:29:13.294061+00:00,google/gemini-2.5-flash-lite,70,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,172,1,173,,2
2026-04-01T20:29:14.173511+00:00,google/gemini-2.5-flash-lite,71,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,183,1,184,,1
2026-04-01T20:29:14.553660+00:00,google/gemini-2.5-flash-lite,71,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,175,1,176,,1
2026-04-01T20:29:14.949158+00:00,google/gemini-2.5-flash-lite,71,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,184,1,185,,2
2026-04-01T20:29:15.315191+00:00,google/gemini-2.5-flash-lite,72,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,169,1,170,,1
2026-04-01T20:29:15.714228+00:00,google/gemini-2.5-flash-lite,72,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,2.0,161,1,162,,2
2026-04-01T20:29:16.157278+00:00,google/gemini-2.5-flash-lite,72,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,170,1,171,,2
2026-04-01T20:29:16.497082+00:00,google/gemini-2.5-flash-lite,73,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,165,1,166,,1
2026-04-01T20:29:17.220455+00:00,google/gemini-2.5-flash-lite,73,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,,157,50,207,"Parse error: There's a contradiction in the provided persona: ""I am a strong Republican"" and ""I am liberal"". These political stances are generally opposing.

However, to answer the question about gun permits, gun rights are a complex issue with differing views","There's a contradiction in the provided persona: ""I am a strong Republican"" and ""I am liberal"". These political stances are generally opposing.

However, to answer the question about gun permits, gun rights are a complex issue with differing views"
2026-04-01T20:29:17.566284+00:00,google/gemini-2.5-flash-lite,73,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,166,1,167,,2
2026-04-01T20:29:17.880334+00:00,google/gemini-2.5-flash-lite,74,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,171,1,172,,1
2026-04-01T20:29:18.738885+00:00,google/gemini-2.5-flash-lite,74,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,2.0,163,1,164,,2
2026-04-01T20:29:19.207218+00:00,google/gemini-2.5-flash-lite,74,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,172,1,173,,2
2026-04-01T20:29:19.686350+00:00,google/gemini-2.5-flash-lite,75,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,171,1,172,,1
2026-04-01T20:29:20.043143+00:00,google/gemini-2.5-flash-lite,75,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,163,1,164,,1
2026-04-01T20:29:20.412030+00:00,google/gemini-2.5-flash-lite,75,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,172,1,173,,2
2026-04-01T20:29:21.366003+00:00,google/gemini-2.5-flash-lite,76,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,170,1,171,,1
2026-04-01T20:29:22.193173+00:00,google/gemini-2.5-flash-lite,76,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,162,1,163,,1
2026-04-01T20:29:23.099892+00:00,google/gemini-2.5-flash-lite,76,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,171,1,172,,2
2026-04-01T20:29:23.476466+00:00,google/gemini-2.5-flash-lite,77,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,182,1,183,,1
2026-04-01T20:29:23.888839+00:00,google/gemini-2.5-flash-lite,77,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,174,1,175,,1
2026-04-01T20:29:24.262307+00:00,google/gemini-2.5-flash-lite,77,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,183,1,184,,2
2026-04-01T20:29:24.654437+00:00,google/gemini-2.5-flash-lite,78,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,170,1,171,,1
2026-04-01T20:29:24.999240+00:00,google/gemini-2.5-flash-lite,78,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,162,1,163,,1
2026-04-01T20:29:25.903449+00:00,google/gemini-2.5-flash-lite,78,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,171,1,172,,2
2026-04-01T20:29:26.227424+00:00,google/gemini-2.5-flash-lite,79,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,173,1,174,,1
2026-04-01T20:29:26.543199+00:00,google/gemini-2.5-flash-lite,79,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,2.0,165,1,166,,2
2026-04-01T20:29:27.511687+00:00,google/gemini-2.5-flash-lite,79,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,174,1,175,,2
2026-04-01T20:29:27.849011+00:00,google/gemini-2.5-flash-lite,80,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,177,1,178,,1
2026-04-01T20:29:28.162567+00:00,google/gemini-2.5-flash-lite,80,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,2.0,169,1,170,,2
2026-04-01T20:29:28.577734+00:00,google/gemini-2.5-flash-lite,80,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,178,1,179,,2
2026-04-01T20:29:28.941112+00:00,google/gemini-2.5-flash-lite,81,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,177,1,178,,1
2026-04-01T20:29:29.801263+00:00,google/gemini-2.5-flash-lite,81,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,169,1,170,,1
2026-04-01T20:29:30.175472+00:00,google/gemini-2.5-flash-lite,81,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,178,1,179,,2
2026-04-01T20:29:30.639941+00:00,google/gemini-2.5-flash-lite,82,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,178,1,179,,1
2026-04-01T20:29:30.949239+00:00,google/gemini-2.5-flash-lite,82,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,170,1,171,,1
2026-04-01T20:29:31.298223+00:00,google/gemini-2.5-flash-lite,82,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,179,1,180,,2
2026-04-01T20:29:31.709320+00:00,google/gemini-2.5-flash-lite,83,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,173,1,174,,1
2026-04-01T20:29:32.080630+00:00,google/gemini-2.5-flash-lite,83,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,165,1,166,,1
2026-04-01T20:29:32.455965+00:00,google/gemini-2.5-flash-lite,83,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,174,1,175,,2
2026-04-01T20:29:32.852109+00:00,google/gemini-2.5-flash-lite,84,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,167,1,168,,1
2026-04-01T20:29:33.195899+00:00,google/gemini-2.5-flash-lite,84,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,159,1,160,,1
2026-04-01T20:29:33.563963+00:00,google/gemini-2.5-flash-lite,84,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,168,1,169,,2
2026-04-01T20:29:33.909847+00:00,google/gemini-2.5-flash-lite,85,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,171,1,172,,1
2026-04-01T20:29:34.254512+00:00,google/gemini-2.5-flash-lite,85,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,163,1,164,,1
2026-04-01T20:29:34.662734+00:00,google/gemini-2.5-flash-lite,85,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,172,1,173,,2
2026-04-01T20:29:35.577326+00:00,google/gemini-2.5-flash-lite,86,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,173,1,174,,1
2026-04-01T20:29:35.978979+00:00,google/gemini-2.5-flash-lite,86,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,165,1,166,,1
2026-04-01T20:29:36.291792+00:00,google/gemini-2.5-flash-lite,86,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,174,1,175,,2
2026-04-01T20:29:36.707819+00:00,google/gemini-2.5-flash-lite,87,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,172,1,173,,1
2026-04-01T20:29:37.049275+00:00,google/gemini-2.5-flash-lite,87,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,164,1,165,,1
2026-04-01T20:29:37.404674+00:00,google/gemini-2.5-flash-lite,87,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,173,1,174,,2
2026-04-01T20:29:37.829138+00:00,google/gemini-2.5-flash-lite,88,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,176,1,177,,1
2026-04-01T20:29:38.199924+00:00,google/gemini-2.5-flash-lite,88,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,168,1,169,,1
2026-04-01T20:29:38.577955+00:00,google/gemini-2.5-flash-lite,88,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,177,1,178,,2
2026-04-01T20:29:38.906953+00:00,google/gemini-2.5-flash-lite,89,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,167,1,168,,1
2026-04-01T20:29:39.327260+00:00,google/gemini-2.5-flash-lite,89,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,2.0,159,1,160,,2
2026-04-01T20:29:39.713099+00:00,google/gemini-2.5-flash-lite,89,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,168,1,169,,2
2026-04-01T20:29:40.483025+00:00,google/gemini-2.5-flash-lite,90,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,186,1,187,,1
2026-04-01T20:29:40.806559+00:00,google/gemini-2.5-flash-lite,90,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,178,1,179,,1
2026-04-01T20:29:41.101960+00:00,google/gemini-2.5-flash-lite,90,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,187,1,188,,2
2026-04-01T20:29:41.909202+00:00,google/gemini-2.5-flash-lite,91,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,172,1,173,,1
2026-04-01T20:29:42.259831+00:00,google/gemini-2.5-flash-lite,91,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,164,1,165,,1
2026-04-01T20:29:42.638062+00:00,google/gemini-2.5-flash-lite,91,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,173,1,174,,2
2026-04-01T20:29:43.156314+00:00,google/gemini-2.5-flash-lite,92,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,181,1,182,,1
2026-04-01T20:29:43.597415+00:00,google/gemini-2.5-flash-lite,92,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,173,1,174,,1
2026-04-01T20:29:43.948253+00:00,google/gemini-2.5-flash-lite,92,dummy_trust,"Generally speaking, would you say that most people...",1,3.0,182,1,183,,3
2026-04-01T20:29:44.280647+00:00,google/gemini-2.5-flash-lite,93,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,170,1,171,,1
2026-04-01T20:29:44.703657+00:00,google/gemini-2.5-flash-lite,93,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,2.0,162,1,163,,2
2026-04-01T20:29:45.069326+00:00,google/gemini-2.5-flash-lite,93,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,171,1,172,,2
2026-04-01T20:29:45.478591+00:00,google/gemini-2.5-flash-lite,94,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,173,1,174,,1
2026-04-01T20:29:46.028401+00:00,google/gemini-2.5-flash-lite,94,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,165,1,166,,1
2026-04-01T20:29:46.519203+00:00,google/gemini-2.5-flash-lite,94,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,174,1,175,,2
2026-04-01T20:29:47.012632+00:00,google/gemini-2.5-flash-lite,95,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,176,1,177,,1
2026-04-01T20:29:47.387521+00:00,google/gemini-2.5-flash-lite,95,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,168,1,169,,1
2026-04-01T20:29:47.726852+00:00,google/gemini-2.5-flash-lite,95,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,177,1,178,,2
2026-04-01T20:29:48.050367+00:00,google/gemini-2.5-flash-lite,96,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,169,1,170,,1
2026-04-01T20:29:48.424747+00:00,google/gemini-2.5-flash-lite,96,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,2.0,161,1,162,,2
2026-04-01T20:29:48.774837+00:00,google/gemini-2.5-flash-lite,96,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,170,1,171,,2
2026-04-01T20:29:49.168559+00:00,google/gemini-2.5-flash-lite,97,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,167,1,168,,1
2026-04-01T20:29:49.515314+00:00,google/gemini-2.5-flash-lite,97,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,159,1,160,,1
2026-04-01T20:29:49.879236+00:00,google/gemini-2.5-flash-lite,97,dummy_trust,"Generally speaking, would you say that most people...",1,3.0,168,1,169,,3
2026-04-01T20:29:50.204799+00:00,google/gemini-2.5-flash-lite,98,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,171,1,172,,1
2026-04-01T20:29:50.547443+00:00,google/gemini-2.5-flash-lite,98,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,163,1,164,,1
2026-04-01T20:29:50.970377+00:00,google/gemini-2.5-flash-lite,98,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,173,1,174,,2
2026-04-01T20:29:51.302861+00:00,google/gemini-2.5-flash-lite,99,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,172,1,173,,1
2026-04-01T20:29:51.788522+00:00,google/gemini-2.5-flash-lite,99,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,2.0,164,1,165,,2
2026-04-01T20:29:52.127786+00:00,google/gemini-2.5-flash-lite,99,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,173,1,174,,2
2026-04-01T20:29:52.979062+00:00,google/gemini-2.5-flash-lite,100,dummy_abortion,Please tell me whether or not you think it should ...,1,1.0,172,1,173,,1
2026-04-01T20:29:53.854105+00:00,google/gemini-2.5-flash-lite,100,dummy_gunlaw,Would you favor or oppose a law which would requir...,1,1.0,164,1,165,,1
2026-04-01T20:29:54.188806+00:00,google/gemini-2.5-flash-lite,100,dummy_trust,"Generally speaking, would you say that most people...",1,2.0,173,1,174,,2
